School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Duxbury: Duxbury Middle,00820305,Public School,Duxbury,MA,02332,"06,07,08",Duxbury,00820000,Public School District,       0,       0,       0,       0,       0,       0,       0,     246,     260,     269,       0,       0,       0,       0,       0,     775,       5,   0.6,       3,   0.4,     107,  13.8,     139,  17.9,      36,   4.6,   0.3,   1.2,   2.2,  93.9,   0.1,   0.0,   2.3,  51.6,  48.4,     335,21.8,        785,61.9,98.4,     275,98.5,  12.5 to 1,"     $18,099,623","  $75,040",    241.0,74.0,73.0,98.6,   9.6,  87.7,   2.7,   0.0,"          $41,849,006.00","           3,169.5","              $13,203.66","          $43,695,917.00","           3,211.2","              $13,607.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
East Bridgewater: Central,00830005,Public School,East Bridgewater,MA,02333,"PK,K,01,02",East Bridgewater,00830000,Public School District,     118,     157,     144,     162,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     581,       7,   1.2,       1,   0.2,      99,  17.0,     168,  28.9,      86,  14.8,   2.4,   1.0,   1.7,  90.2,   0.3,   0.2,   4.1,  54.0,  46.0,     126,19.0,        588,32.6,100.0,     118,95.8,  17.8 to 1,"      $9,657,287","  $72,393",    133.0,40.0,40.0,100.0,   0.0,  95.0,   5.0,   0.0,"          $22,834,892.00","           2,290.1","               $9,971.13","          $25,850,579.00","           2,356.3","              $10,970.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bridgewater: East Bridgewater JR./SR. High School,00830505,Public School,East Bridgewater,MA,02333,"07,08,09,10,11,12",East Bridgewater,00830000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     182,     195,     145,     168,     180,     146,       0,"   1,016",      13,   1.3,       8,   0.8,     136,  13.4,     237,  23.3,     124,  12.2,   2.4,   0.6,   1.1,  94.0,   0.1,   0.3,   1.6,  47.9,  52.1,     390,19.9,"      1,033",61.2,100.0,     291,79.4,  16.6 to 1,"      $9,657,287","  $72,393",    133.0,72.0,43.0,59.7,   2.3,  93.0,   4.7,   0.0,"          $22,834,892.00","           2,290.1","               $9,971.13","          $25,850,579.00","           2,356.3","              $10,970.84",       145,95.9,0.0,0.7,0.0,3.4,0.0,     639,9.0,1.4,140.0,113.0,80.7,0.0,32.7,28.3,38.9,27.4,14.2,11.5,140.0,140.0,100.0,     126,     263,41.0,40.0,38.0,7.0,0.0,45.0,75.0,82.0,47.0,14.0,45.6,54.4,111.0,518.0,500.0,56.0
East Bridgewater: Gordon W. Mitchell School,00830010,Public School,East Bridgewater,MA,02333,"03,04,05,06",East Bridgewater,00830000,Public School District,       0,       0,       0,       0,     161,     173,     176,     190,       0,       0,       0,       0,       0,       0,       0,     700,       6,   0.9,       4,   0.6,     147,  21.0,     206,  29.4,      96,  13.7,   1.9,   0.6,   1.1,  93.7,   0.4,   0.0,   2.3,  51.0,  49.0,     273,25.4,        712,39.6,100.0,     207,76.3,  17.7 to 1,"      $9,657,287","  $72,393",    133.0,48.0,46.0,95.8,   4.3,  95.7,   0.0,   0.0,"          $22,834,892.00","           2,290.1","               $9,971.13","          $25,850,579.00","           2,356.3","              $10,970.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
East Longmeadow: Birchland Park,00870305,Public School,East Longmeadow,MA,01028,"06,07,08",East Longmeadow,00870000,Public School District,       0,       0,       0,       0,       0,       0,       0,     219,     194,     228,       0,       0,       0,       0,       0,     641,      42,   6.6,       7,   1.1,     103,  16.1,     190,  29.6,      95,  14.8,   1.7,   6.2,   4.1,  86.7,   0.3,   0.2,   0.8,  50.7,  49.3,     345,18.6,        646,53.7,100.0,     225,100.0,  11.9 to 1,"     $15,018,418","  $72,728",    207.0,62.0,61.0,98.4,  18.0,  82.0,   0.0,   0.0,"          $36,196,566.00","           2,638.6","              $13,718.10","          $39,036,048.00","           2,718.5","              $14,359.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
East Longmeadow: East Longmeadow High,00870505,Public School,East Longmeadow,MA,01028,"09,10,11,12",East Longmeadow,00870000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     205,     212,     225,     218,       1,     861,      35,   4.1,       8,   0.9,     154,  17.9,     239,  27.8,      99,  11.5,   3.3,   4.9,   4.2,  87.0,   0.2,   0.1,   0.3,  46.8,  53.2,     396,17.0,        865,61.7,98.4,     291,100.0,  13.9 to 1,"     $15,018,418","  $72,728",    207.0,73.0,73.0,100.0,   9.6,  87.7,   2.7,   0.0,"          $36,196,566.00","           2,638.6","              $13,718.10","          $39,036,048.00","           2,718.5","              $14,359.41",       215,97.2,2.8,0.0,0.0,0.0,0.0,     860,1.0,0.1,213.0,176.0,82.6,0.0,33.0,25.6,41.5,23.3,13.6,15.9,213.0,118.0,55.4,     192,     280,121.0,55.0,15.0,1.0,0.0,9.0,39.0,90.0,71.0,71.0,17.1,82.9,169.0,526.0,540.0,66.0
East Longmeadow: Mapleshade,00870010,Public School,East Longmeadow,MA,01028,"03,04,05",East Longmeadow,00870000,Public School District,       0,       0,       0,       0,      87,      89,     105,       0,       0,       0,       0,       0,       0,       0,       0,     281,      25,   8.9,      10,   3.6,      52,  18.5,     112,  39.9,      69,  24.6,   4.3,   4.3,   7.1,  82.2,   0.0,   0.0,   2.1,  49.8,  50.2,     135,15.6,        279,23.8,100.0,     126,100.0,  11.8 to 1,"     $15,018,418","  $72,728",    207.0,33.0,33.0,100.0,  12.1,  87.9,   0.0,   0.0,"          $36,196,566.00","           2,638.6","              $13,718.10","          $39,036,048.00","           2,718.5","              $14,359.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
East Longmeadow: Meadow Brook,00870013,Public School,East Longmeadow,MA,01028,"PK,K,01,02",East Longmeadow,00870000,Public School District,      45,     158,     174,     187,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     564,      49,   8.7,      27,   4.8,      77,  13.7,     167,  29.6,      91,  16.1,   2.0,   5.3,   6.9,  82.3,   0.0,   0.0,   3.5,  52.7,  47.3,     180,20.6,        571,38.8,100.0,     157,100.0,  14.5 to 1,"     $15,018,418","  $72,728",    207.0,48.0,47.0,97.9,  29.8,  68.1,   2.1,   0.0,"          $36,196,566.00","           2,638.6","              $13,718.10","          $39,036,048.00","           2,718.5","              $14,359.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Longmeadow: Mountain View,00870015,Public School,East Longmeadow,MA,01028,"03,04,05",East Longmeadow,00870000,Public School District,       0,       0,       0,       0,      95,     100,     108,       0,       0,       0,       0,       0,       0,       0,       0,     303,       9,   3.0,       1,   0.3,      61,  20.1,      89,  29.4,      39,  12.9,   1.7,   2.6,   4.6,  88.4,   0.0,   0.0,   2.6,  53.8,  46.2,     126,17.6,        307,23.5,100.0,     112,100.0,  12.9 to 1,"     $15,018,418","  $72,728",    207.0,32.0,31.0,96.9,  25.8,  74.2,   0.0,   0.0,"          $36,196,566.00","           2,638.6","              $13,718.10","          $39,036,048.00","           2,718.5","              $14,359.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
Eastham: Eastham Elementary,00850005,Public School,Eastham,MA,02642,"PK,K,01,02,03,04,05",Eastham,00850000,Public School District,      10,      30,      26,      23,      39,      24,      25,       0,       0,       0,       0,       0,       0,       0,       0,     177,       7,   4.0,       2,   1.1,      30,  16.9,      71,  40.1,      55,  31.1,   4.0,   1.7,   2.8,  89.3,   1.1,   0.0,   1.1,  48.6,  51.4,     143,12.8,        176,23.5,100.0,      84,98.8,   7.5 to 1,"      $1,898,608","  $80,792",     24.0,27.0,27.0,100.0,  51.9,  48.1,   0.0,   0.0,"           $4,725,487.00",             169.7,"              $27,846.12","           $4,786,817.00",             184.1,"              $26,001.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
Easthampton: Easthampton High,00860505,Public School,Easthampton,MA,01027,"09,10,11,12",Easthampton,00860000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     129,     106,     111,     104,       3,     453,      27,   6.0,       2,   0.4,      66,  14.6,     151,  33.3,     100,  22.1,   2.6,   3.3,   9.7,  83.7,   0.0,   0.0,   0.7,  49.7,  50.3,     189,17.9,        456,30.0,100.0,     140,100.0,  15.1 to 1,"      $7,318,275","  $66,469",    110.0,39.0,39.0,100.0,  12.8,  82.1,   5.1,   0.0,"          $19,023,792.00","           1,534.7","              $12,395.77","          $24,595,522.00","           1,880.0","              $13,082.72",       113,88.5,4.4,0.0,1.8,5.3,0.0,     450,5.0,1.1,102.0,80.0,78.4,0.0,31.3,48.8,20.0,48.8,10.0,6.3,102.0,102.0,100.0,     155,     208,117.0,24.0,13.0,1.0,0.0,34.0,86.0,45.0,29.0,14.0,57.7,42.3,65.0,493.0,500.0,32.0
Easthampton: Mountain View School,00860415,Public School,Easthampton,MA,01027,"PK,K,01,02,03,04,05,06,07,08",Easthampton,00860000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"      $7,318,275","  $66,469",    110.0,,,,,,,,"          $19,023,792.00","           1,534.7","              $12,395.77","          $24,595,522.00","           1,880.0","              $13,082.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easton: Blanche A. Ames Elementary School,00880015,Public School,North Easton,MA,02356,"PK,K,01,02",Easton,00880000,Public School District,      35,      96,      96,     107,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     334,       4,   1.2,       3,   0.9,      44,  13.2,      57,  17.1,      20,   6.0,   2.7,   1.8,   4.2,  84.7,   0.6,   0.0,   6.0,  51.5,  48.5,     152,19.9,        340,24.4,100.0,     101,100.0,  13.7 to 1,"     $19,685,039","  $74,227",    265.0,32.0,30.0,93.8,   3.3,  93.3,   3.3,   0.0,"          $45,456,931.00","           3,705.3","              $12,268.08","          $49,469,946.00","           3,778.3","              $13,093.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easton: Easton Middle School,00880405,Public School,North Easton,MA,02356,"06,07,08",Easton,00880000,Public School District,       0,       0,       0,       0,       0,       0,       0,     287,     291,     278,       0,       0,       0,       0,       0,     856,      25,   2.9,       3,   0.4,     162,  18.9,     222,  25.9,      76,   8.9,   5.0,   2.7,   4.1,  85.2,   0.2,   0.1,   2.7,  48.7,  51.3,     505,18.3,        868,65.3,100.0,     333,100.0,  13.1 to 1,"     $19,685,039","  $74,227",    265.0,70.0,68.0,97.1,   7.4,  92.6,   0.0,   0.0,"          $45,456,931.00","           3,705.3","              $12,268.08","          $49,469,946.00","           3,778.3","              $13,093.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
Easton: Oliver Ames High,00880505,Public School,North Easton,MA,02356,"09,10,11,12",Easton,00880000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     303,     317,     299,     270,       0,"   1,189",      37,   3.1,       8,   0.7,     173,  14.6,     255,  21.4,      91,   7.7,   5.0,   3.9,   3.9,  84.1,   0.1,   0.0,   3.0,  47.4,  52.6,     416,19.6,"      1,194",79.9,100.0,     322,100.0,  14.9 to 1,"     $19,685,039","  $74,227",    265.0,97.0,96.0,99.0,   5.2,  94.8,   0.0,   0.0,"          $45,456,931.00","           3,705.3","              $12,268.08","          $49,469,946.00","           3,778.3","              $13,093.18",       274,97.8,1.1,0.0,0.7,0.4,0.0,"   1,189",0.0,0.0,267.0,245.0,91.8,0.0,44.1,9.4,46.5,9.4,10.6,16.7,267.0,267.0,100.0,     309,     713,95.0,99.0,59.0,41.0,15.0,51.0,150.0,213.0,211.0,88.0,28.2,71.8,249.0,543.0,550.0,63.0
Easton: Richardson Olmsted School,00880025,Public School,North Easton,MA,02356,"03,04,05",Easton,00880000,Public School District,       0,       0,       0,       0,     283,     278,     297,       0,       0,       0,       0,       0,       0,       0,       0,     858,      37,   4.3,      16,   1.9,     143,  16.7,     229,  26.7,     105,  12.2,   4.2,   2.6,   3.3,  87.9,   0.1,   0.0,   2.0,  50.6,  49.4,     360,24.0,        865,56.5,100.0,     216,100.0,  15.2 to 1,"     $19,685,039","  $74,227",    265.0,70.0,61.0,87.1,  19.7,  75.4,   3.3,   1.6,"          $45,456,931.00","           3,705.3","              $12,268.08","          $49,469,946.00","           3,778.3","              $13,093.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
Edgartown: Edgartown Elementary,00890005,Public School,Edgartown,MA,02539,"PK,K,01,02,03,04,05,06,07,08",Edgartown,00890000,Public School District,       0,      36,      44,      43,      36,      40,      37,      30,      40,      39,       0,       0,       0,       0,       0,     345,      74,  21.4,      42,  12.2,      79,  22.9,     167,  48.4,      89,  25.8,   2.3,   0.3,  13.0,  77.4,   2.3,   0.0,   4.6,  49.9,  50.1,     253,16.2,        360,39.8,97.5,     167,96.4,   8.7 to 1,"      $3,596,078","  $88,139",     41.0,61.0,54.0,88.5,  13.0,  83.3,   3.7,   0.0,"           $9,522,090.00",             358.4,"              $26,568.33","          $10,581,571.00",             428.3,"              $24,705.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District): Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,04520505,Charter School,Boston,MA,02115,"09,10,11,12",Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),04520000,Charter District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      93,      89,      91,      68,       0,     341,     172,  50.4,      58,  17.0,      56,  16.4,     225,  66.0,     163,  47.8,  43.7,   3.2,  46.0,   4.7,   0.3,   0.0,   2.1,  32.6,  67.4,     164,17.1,        337,27.9,93.5,     100,98.0,  12.2 to 1,,,,31.0,30.0,96.8,  26.7,  73.3,   0.0,   0.0,,,,,,,        75,86.7,6.7,0.0,1.3,5.3,0.0,     341,4.0,1.2,67.0,53.0,79.1,0.0,11.3,47.2,41.5,45.3,20.8,20.8,67.0,62.0,92.5,      95,     144,56.0,30.0,8.0,1.0,0.0,66.0,50.0,15.0,11.0,2.0,80.6,19.4,69.0,386.0,397.0,35.0
Erving: Erving Elementary,00910030,Public School,Erving,MA,01344,"PK,K,01,02,03,04,05,06",Erving,00910000,Public School District,      16,      20,       8,      16,      18,      21,      13,      21,       0,       0,       0,       0,       0,       0,       0,     133,       0,   0.0,       0,   0.0,      28,  21.1,      59,  44.4,      39,  29.3,   0.0,   0.0,   3.8,  87.2,   0.0,   0.0,   9.0,  49.6,  50.4,      47,18.4,        135,16.1,96.9,      70,100.0,   8.3 to 1,"      $1,223,444","  $75,990",     16.0,24.0,18.0,75.0,  16.7,  83.3,   0.0,   0.0,"           $3,590,653.00",             130.0,"              $27,620.41","           $5,146,916.00",             239.4,"              $21,499.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
Essex North Shore Agricultural and Technical School District: Essex North Shore Agricultural and Technical School,08170505,Public School,Hathorne,MA,01937,"09,10,11,12",Essex North Shore Agricultural and Technical School District,08170000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     357,     352,     271,     239,       0,"   1,219",      62,   5.1,       4,   0.3,     278,  22.8,     474,  38.9,     254,  20.8,   1.4,   1.3,  11.7,  82.9,   0.1,   0.1,   2.5,  44.8,  55.2,     835,16.1,"      1,201",108.0,96.7,     309,97.7,  11.3 to 1,"      $7,830,797","  $72,507",    108.0,150.0,144.0,96.0,   0.0,  91.0,   9.0,   0.0,"          $23,742,302.00","           1,209.7","              $19,626.60","          $24,240,751.00","           1,230.9","              $19,693.52",       236,97.5,1.7,0.0,0.4,0.4,0.0,"   1,219",4.0,0.3,232.0,142.0,61.2,0.0,25.4,32.4,42.3,31.0,9.2,11.3,232.0,232.0,100.0,      40,      48,32.0,8.0,0.0,0.0,0.0,7.0,14.0,14.0,10.0,3.0,43.8,56.3,147.0,488.0,471.0,76.0
Everett: Adams School,00930003,Public School,Everett,MA,02149,PK,Everett,00930000,Public School District,     194,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     194,     134,  69.1,       0,   0.0,       4,   2.1,      87,  44.8,      83,  42.8,  19.1,   7.7,  36.6,  35.1,   0.0,   0.5,   1.0,  48.5,  51.5,      64,14.8,        236,8.0,100.0,      64,100.0,  24.3 to 1,"     $41,665,324","  $79,227",    526.0,12.0,12.0,100.0,-,-,-,-,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everett: Devens School,00930030,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08,09,10,11,12",Everett,00930000,Public School District,       0,       1,       1,       2,       7,       2,       4,       3,       3,       4,      10,       7,       4,       2,       0,      50,      15,  30.0,       2,   4.0,      48,  96.0,      50, 100.0,      31,  62.0,  28.0,   0.0,  30.0,  38.0,   0.0,   0.0,   4.0,  82.0,  18.0,     138,4.0,         68,9.5,100.0,     147,89.1,   5.3 to 1,"     $41,665,324","  $79,227",    526.0,17.0,17.0,100.0,-,-,-,-,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",         8,25.0,37.5,0.0,0.0,37.5,0.0,      23,7.0,30.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
Everett: Everett High,00930505,Public School,Everett,MA,02149,"09,10,11,12",Everett,00930000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     525,     577,     514,     431,       5,"   2,052","   1,147",  55.9,     303,  14.8,     254,  12.4,"   1,146",  55.8,     718,  35.0,  20.2,   4.8,  40.6,  32.5,   0.5,   0.0,   1.4,  54.0,  46.0,     872,17.1,"      2,003",148.8,100.0,     615,99.0,  13.8 to 1,"     $41,665,324","  $79,227",    526.0,181.0,181.0,100.0,   7.2,  85.1,   7.7,   0.0,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",       490,78.2,6.7,4.7,0.6,9.6,0.2,"   2,047",73.0,3.6,404.0,235.0,58.2,0.0,27.7,37.4,34.9,36.6,9.8,22.1,404.0,279.0,69.1,     188,     309,108.0,48.0,24.0,7.0,1.0,107.0,104.0,54.0,26.0,18.0,68.3,31.7,262.0,438.0,439.0,26.0
Everett: George Keverian School,00930028,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08",Everett,00930000,Public School District,       0,      73,      97,      98,     116,     109,     110,     100,     106,     101,       0,       0,       0,       0,       0,     910,     525,  57.7,     120,  13.2,     120,  13.2,     570,  62.6,     415,  45.6,  15.7,   5.9,  43.7,  31.9,   0.3,   0.0,   2.4,  53.7,  46.3,     530,21.7,        944,63.1,100.0,     322,100.0,  14.4 to 1,"     $41,665,324","  $79,227",    526.0,76.0,76.0,100.0,-,-,-,-,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
Everett: Lafayette School,00930038,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08",Everett,00930000,Public School District,       0,     123,     100,     103,     108,     107,     110,     119,      89,     106,       0,       0,       0,       0,       0,     965,     488,  50.6,     132,  13.7,     154,  16.0,     590,  61.1,     441,  45.7,  20.0,   4.2,  40.2,  32.3,   0.5,   0.0,   2.7,  47.2,  52.8,     564,21.0,        962,74.9,100.0,     344,100.0,  12.9 to 1,"     $41,665,324","  $79,227",    526.0,86.0,86.0,100.0,   0.0,  94.2,   5.8,   0.0,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
Everett: Madeline English School,00930018,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08",Everett,00930000,Public School District,       0,     100,      95,     120,     109,     126,      92,      86,      75,      85,       0,       0,       0,       0,       0,     888,     433,  48.8,     114,  12.8,     175,  19.7,     520,  58.6,     351,  39.5,  13.7,   5.0,  39.8,  38.6,   0.6,   0.3,   2.0,  50.2,  49.8,     541,20.3,        890,74.3,100.0,     332,100.0,  11.9 to 1,"     $41,665,324","  $79,227",    526.0,87.0,87.0,100.0,   4.6,  88.5,   6.9,   0.0,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
Everett: Parlin School,00930058,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08",Everett,00930000,Public School District,       0,      74,      99,      84,     108,      90,      81,     101,      91,     116,       0,       0,       0,       0,       0,     844,     575,  68.1,     191,  22.6,      71,   8.4,     580,  68.7,     400,  47.4,  21.1,   2.5,  54.5,  19.8,   0.4,   0.1,   1.7,  49.5,  50.5,     409,23.8,        876,56.4,100.0,     234,100.0,  15.0 to 1,"     $41,665,324","  $79,227",    526.0,72.0,71.0,98.6,   0.0,  98.6,   1.4,   0.0,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
Everett: Sumner G. Whittier School,00930010,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08",Everett,00930000,Public School District,       0,      82,      97,      88,      81,      76,      76,      66,      38,      46,       0,       0,       0,       0,       0,     650,     509,  78.3,     219,  33.7,      50,   7.7,     480,  73.8,     298,  45.8,  12.5,   6.2,  58.8,  20.3,   0.9,   0.0,   1.4,  46.8,  53.2,     300,21.7,        643,50.1,100.0,     188,98.9,  13.0 to 1,"     $41,665,324","  $79,227",    526.0,60.0,60.0,100.0,   5.0,  93.3,   1.7,   0.0,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
Everett: Webster Extension,00930001,Public School,Everett,MA,02149,PK,Everett,00930000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $41,665,324","  $79,227",    526.0,,,,,,,,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everett: Webster School,00930015,Public School,Everett,MA,02149,"PK,K,01,02,03,04,05",Everett,00930000,Public School District,     314,      73,      65,      49,      42,      29,       0,       0,       0,       0,       0,       0,       0,       0,       0,     572,     347,  60.7,      58,  10.1,     130,  22.7,     358,  62.6,     263,  46.0,  17.3,   5.8,  40.2,  34.4,   0.2,   0.2,   1.9,  56.6,  43.4,     236,15.5,        579,38.9,100.0,     199,100.0,  14.7 to 1,"     $41,665,324","  $79,227",    526.0,45.0,45.0,100.0,-,-,-,-,"          $93,812,255.00","           7,083.3","              $13,244.15","         $108,340,487.00","           7,763.8","              $13,954.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
Excel Academy Charter (District): Excel Academy Charter School,04100205,Charter School,East Boston,MA,02128,"05,06,07,08,09,10,11,12",Excel Academy Charter (District),04100000,Charter District,       0,       0,       0,       0,       0,       0,     165,     171,     165,     169,     115,       0,       0,       0,       0,     785,     259,  33.0,     112,  14.3,     134,  17.1,     471,  60.0,     289,  36.8,   8.9,   1.5,  77.6,  10.4,   1.3,   0.3,   0.0,  49.9,  50.1,     287,25.7,        791,53.2,42.1,     183,94.5,  14.7 to 1,,,,,,,,,,,,,,,,,,,,,,,,     115,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
Fairhaven: East Fairhaven,00940010,Public School,Fairhaven,MA,02719,"PK,K,01,02,03,04,05",Fairhaven,00940000,Public School District,      49,      65,      65,      69,      60,      68,      67,       0,       0,       0,       0,       0,       0,       0,       0,     443,      13,   2.9,      11,   2.5,      82,  18.5,     186,  42.0,     131,  29.6,   2.0,   1.4,   5.4,  86.9,   0.2,   0.0,   4.1,  54.0,  46.0,     151,21.9,        455,26.0,100.0,     147,100.0,  17.0 to 1,"      $9,523,958","  $67,165",    142.0,30.0,28.0,93.3,   7.1,  89.3,   3.6,   0.0,"          $23,331,611.00","           2,023.8","              $11,528.62","          $25,338,743.00","           2,071.3","              $12,233.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
Fairhaven: Fairhaven High,00940505,Public School,Fairhaven,MA,02719,"09,10,11,12",Fairhaven,00940000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     162,     156,     149,     165,       0,     632,      12,   1.9,       3,   0.5,      83,  13.1,     190,  30.1,     131,  20.7,   1.1,   1.6,   4.9,  90.0,   0.0,   0.0,   2.4,  50.8,  49.2,     382,15.1,        639,49.9,100.0,     302,100.0,  12.7 to 1,"      $9,523,958","  $67,165",    142.0,57.0,56.0,98.2,   7.1,  89.3,   3.6,   0.0,"          $23,331,611.00","           2,023.8","              $11,528.62","          $25,338,743.00","           2,071.3","              $12,233.26",       180,92.2,3.3,1.1,0.6,2.8,0.0,     632,11.0,1.7,167.0,121.0,72.5,0.0,33.1,23.1,43.8,23.1,16.5,18.2,167.0,164.0,98.2,     105,     171,52.0,40.0,13.0,0.0,0.0,8.0,52.0,68.0,29.0,14.0,35.1,64.9,124.0,512.0,517.0,52.0
