School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
Everett: Sumner G. Whittier School,00930010,Public School,Everett,MA,02149,"K,01,02,03,04,05,06,07,08",Everett,00930000,Public School District,       0,      51,      50,      53,      53,      44,      54,      50,      43,      49,       0,       0,       0,       0,0.0,     447,     251,  56.2,      82,  18.3,      41,   9.2, , , , ,  17.7,   7.6,  38.3,  34.2,   1.3,   0.0,   0.9,  53.5,  46.5,34.9,97.1,165.0,97.0,  12.8 to 1,"     $29,228,933","  $70,346",    415.5,"          $67,913,494.00","           5,965.8","              $11,383.80","          $80,643,965.00","           6,511.4","              $12,385.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everett: Webster Extension,00930001,Public School,Everett,MA,02149,PK,Everett,00930000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $29,228,933","  $70,346",    415.5,"          $67,913,494.00","           5,965.8","              $11,383.80","          $80,643,965.00","           6,511.4","              $12,385.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everett: Webster School,00930015,Public School,Everett,MA,02149,"PK,K,01,02,03,04,05",Everett,00930000,Public School District,     366,      28,      36,      25,      16,      15,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     486,     184,  37.9,      13,   2.7,      60,  12.3, , , , ,  15.2,   6.6,  29.6,  45.3,   1.9,   0.0,   1.4,  48.1,  51.9,25.6,100.0,124.0,100.0,  19.0 to 1,"     $29,228,933","  $70,346",    415.5,"          $67,913,494.00","           5,965.8","              $11,383.80","          $80,643,965.00","           6,511.4","              $12,385.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excel Academy Charter (District): Excel Academy Charter School,04100205,Charter School,East Boston,MA,02128,"05,06,07,08,09,10,11,12",Excel Academy Charter (District),04100000,Charter District,       0,       0,       0,       0,       0,       0,      54,      54,      54,      50,       0,       0,       0,       0,0.0,     212,     106,  50.0,       9,   4.2,      21,   9.9, , , , ,   4.2,   2.4,  67.5,  23.6,   0.9,   0.0,   1.4,  46.2,  53.8,17.8,15.7,24.0,95.8,  11.9 to 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairhaven: East Fairhaven,00940010,Public School,Fairhaven,MA,02719,"PK,K,01,02,03,04,05",Fairhaven,00940000,Public School District,      50,      63,      66,      67,      51,      64,      75,       0,       0,       0,       0,       0,       0,       0,0.0,     436,      11,   2.5,       0,   0.0,     101,  23.2, , , , ,   2.3,   1.8,   3.0,  91.1,   0.5,   0.2,   1.1,  52.3,  47.7,25.1,100.0,118.0,100.0,  17.3 to 1,"      $8,837,208","  $63,853",    138.4,"          $21,009,725.24","           1,986.6","              $10,575.72","          $22,915,041.79","           2,032.5","              $11,274.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairhaven: Fairhaven High,00940505,Public School,Fairhaven,MA,02719,"09,10,11,12",Fairhaven,00940000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     191,     135,     146,     147,0.0,     619,       8,   1.3,       2,   0.3,      88,  14.2, , , , ,   4.5,   0.0,   1.5,  92.6,   0.5,   0.0,   1.0,  50.4,  49.6,44.0,95.5,172.0,96.5,  14.1 to 1,"      $8,837,208","  $63,853",    138.4,"          $21,009,725.24","           1,986.6","              $10,575.72","          $22,915,041.79","           2,032.5","              $11,274.31",       180,74.4,8.3,1.1,2.2,13.9,0.0,     619,18.0,2.9,,,,,,,,,,,144.0,144.0,100.0,30.0,      34,26.0,4.0,0.0,0.0,0.0,9.0,8.0,8.0,6.0,3.0,50.0,50.0,75.0,492.0,506.0
Fairhaven: Hastings Middle,00940305,Public School,Fairhaven,MA,02719,"06,07,08",Fairhaven,00940000,Public School District,       0,       0,       0,       0,       0,       0,       0,     167,     165,     170,       0,       0,       0,       0,0.0,     502,       2,   0.4,       1,   0.2,      69,  13.7, , , , ,   4.6,   1.0,   3.0,  88.8,   0.2,   0.2,   2.2,  52.0,  48.0,38.1,100.0,153.0,96.7,  13.2 to 1,"      $8,837,208","  $63,853",    138.4,"          $21,009,725.24","           1,986.6","              $10,575.72","          $22,915,041.79","           2,032.5","              $11,274.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairhaven: Leroy Wood,00940030,Public School,Fairhaven,MA,02719,"PK,K,01,02,03,04,05",Fairhaven,00940000,Public School District,       0,      30,      44,      32,      30,      35,      35,       0,       0,       0,       0,       0,       0,       0,0.0,     206,       0,   0.0,       0,   0.0,      30,  14.6, , , , ,   1.0,   1.9,   4.9,  89.3,   0.5,   0.5,   1.9,  49.5,  50.5,15.2,100.0,69.0,100.0,  13.6 to 1,"      $8,837,208","  $63,853",    138.4,"          $21,009,725.24","           1,986.6","              $10,575.72","          $22,915,041.79","           2,032.5","              $11,274.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: B M C Durfee High,00950505,Public School,Fall River,MA,02720,"09,10,11,12",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     743,     591,     520,     494,0.0,"   2,348",     658,  28.0,      81,   3.4,     404,  17.2, , , , ,   9.0,   5.6,  13.5,  70.2,   0.6,   0.0,   1.1,  49.0,  51.0,169.9,91.2,717.0,91.9,  13.8 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",       579,72.7,6.4,4.5,2.8,13.5,0.2,"   2,348",57.0,2.4,,,,,,,,,,,428.0,0.0,0.0,228.0,     343,136.0,74.0,13.0,5.0,0.0,161.0,77.0,75.0,17.0,13.0,69.4,30.6,174.0,457.0,480.0
Fall River: Carlton M. Viveiros Elementary School,00950009,Public School,Fall River,MA,02724,"K,01,02,03,04,05",Fall River,00950000,Public School District,       0,     156,     150,     120,     134,     137,     115,       0,       0,       0,       0,       0,       0,       0,0.0,     812,     162,  20.0,      38,   4.7,     118,  14.5, , , , ,   7.4,   1.5,  17.6,  67.1,   0.6,   0.0,   5.8,  51.4,  48.6,47.0,97.9,207.0,97.6,  17.3 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Early Learning Center,00950001,Public School,Fall River,MA,02721,PK,Fall River,00950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Henry Lord Community School,00950017,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05,06,07,08",Fall River,00950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: James Tansey,00950140,Public School,Fall River,MA,02720,"K,01,02,03,04,05",Fall River,00950000,Public School District,       0,      56,      56,      56,      57,      51,      50,       0,       0,       0,       0,       0,       0,       0,0.0,     326,      27,   8.3,       2,   0.6,      34,  10.4, , , , ,   1.8,   2.1,   4.0,  85.9,   0.0,   0.0,   6.1,  52.5,  47.5,16.3,100.0,78.0,100.0,  20.0 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: John J Doran,00950045,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05,06,07,08",Fall River,00950000,Public School District,       0,      73,      78,      63,      78,      58,      55,       0,       0,       0,       0,       0,       0,       0,0.0,     405,     170,  42.0,     119,  29.4,      58,  14.3, , , , ,   4.0,   3.0,  36.0,  52.6,   0.2,   0.2,   4.0,  52.3,  47.7,32.0,96.9,129.0,89.9,  12.7 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Letourneau Elementary School,00950013,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,       0,      95,     102,     110,      96,      93,      99,       0,       0,       0,       0,       0,       0,       0,0.0,     595,     182,  30.6,      89,  15.0,      82,  13.8, , , , ,   6.6,   5.0,  23.4,  59.5,   0.2,   0.2,   5.2,  55.0,  45.0,37.6,97.3,158.0,94.3,  15.8 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Mary Fonseca Elementary School,00950011,Public School,Fall River,MA,02720,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,       0,     147,     128,     112,     114,     107,     113,       0,       0,       0,       0,       0,       0,       0,0.0,     721,     204,  28.3,      45,   6.2,      66,   9.2, , , , ,   7.2,   6.7,  24.3,  57.3,   0.4,   0.0,   4.2,  52.7,  47.3,35.9,100.0,160.0,100.0,  20.1 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Matthew J Kuss Middle,00950320,Public School,Fall River,MA,02724,"06,07,08",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,     232,     195,     169,       0,       0,       0,       0,0.0,     596,     164,  27.5,       4,   0.7,     117,  19.6, , , , ,   6.4,   2.2,  15.8,  73.5,   0.3,   0.0,   1.8,  51.5,  48.5,45.7,84.7,255.0,79.2,  13.0 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Morton Middle,00950315,Public School,Fall River,MA,02720,"06,07,08",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,     176,     187,     203,       0,       0,       0,       0,0.0,     566,     105,  18.6,       2,   0.4,      99,  17.5, , , , ,   7.1,   3.5,  10.8,  75.8,   0.4,   0.2,   2.3,  53.5,  46.5,47.4,93.7,217.0,94.5,  11.9 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: North End Elementary,00950005,Public School,Fall River,MA,02720,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      85,      83,      87,     104,      90,      87,     101,       0,       0,       0,       0,       0,       0,       0,0.0,     637,      93,  14.6,      13,   2.0,     161,  25.3, , , , ,   6.1,   2.4,  14.4,  74.7,   0.0,   0.2,   2.2,  54.9,  45.1,40.6,100.0,169.0,100.0,  15.7 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Resiliency Preparatory Academy,00950525,Public School,Fall River,MA,02720,"07,08,09,10,11,12",Fall River,00950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Samuel Watson,00950145,Public School,Fall River,MA,02723,"K,01,02,03,04,05",Fall River,00950000,Public School District,       0,      57,      54,      53,      49,      47,      52,       0,       0,       0,       0,       0,       0,       0,0.0,     312,     101,  32.4,      31,   9.9,      30,   9.6, , , , ,   8.3,  12.5,  18.3,  56.7,   0.3,   0.3,   3.5,  49.0,  51.0,18.0,100.0,76.0,100.0,  17.3 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Spencer Borden,00950130,Public School,Fall River,MA,02720,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      25,      97,      83,      77,      85,      89,      81,       0,       0,       0,       0,       0,       0,       0,0.0,     537,      65,  12.1,      10,   1.9,     122,  22.7, , , , ,   4.7,   4.3,   8.8,  76.5,   0.0,   0.0,   5.8,  54.4,  45.6,33.4,100.0,163.0,100.0,  16.1 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Stone PK-12 School,00950340,Public School,Fall River,MA,02720,"K,01,02,03,04,05,06,07,08,09,10,11,12",Fall River,00950000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: Talbot Innovation School,00950305,Public School,Fall River,MA,02723,"06,07,08",Fall River,00950000,Public School District,       0,       0,       0,       0,       0,       0,       0,     197,     207,     172,       0,       0,       0,       0,0.0,     576,     226,  39.2,      50,   8.7,     123,  21.4, , , , ,   7.3,   5.7,  20.1,  64.8,   0.3,   0.0,   1.7,  53.1,  46.9,52.4,96.2,210.0,90.5,  11.0 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fall River: William S Greene,00950065,Public School,Fall River,MA,02721,"PK,K,01,02,03,04,05",Fall River,00950000,Public School District,      49,     110,     110,     118,     101,     142,     120,       0,       0,       0,       0,       0,       0,       0,0.0,     750,     157,  20.9,      24,   3.2,     132,  17.6, , , , ,   3.9,   4.1,  16.3,  71.7,   0.1,   0.0,   3.9,  49.2,  50.8,45.3,93.4,209.0,94.3,  16.5 to 1,"     $50,683,743","  $72,727",    696.9,"         $126,574,787.00","           9,785.9","              $12,934.40","         $141,181,460.00","          10,627.6","              $13,284.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falmouth: East Falmouth Elementary,00960005,Public School,East Falmouth,MA,02536,"PK,K,01,02,03,04",Falmouth,00960000,Public School District,      63,      48,      60,      55,      60,      47,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     333,       6,   1.8,       3,   0.9,      49,  14.7, , , , ,   4.8,   3.3,   3.6,  82.3,   2.4,   0.0,   3.6,  55.6,  44.4,28.5,100.0,103.0,100.0,  11.7 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falmouth: Falmouth High,00960505,Public School,Falmouth,MA,02540,"09,10,11,12",Falmouth,00960000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     255,     220,     237,     253,9.0,     974,      26,   2.7,       7,   0.7,     134,  13.8, , , , ,   3.5,   1.5,   3.4,  88.7,   0.8,   0.0,   2.1,  48.2,  51.8,78.9,100.0,380.0,100.0,  12.4 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",       300,84.3,3.7,0.0,4.7,7.3,0.0,     965,31.0,3.2,,,,,,,,,,,264.0,23.0,8.7,90.0,     186,39.0,20.0,18.0,12.0,1.0,26.0,37.0,55.0,37.0,31.0,33.9,66.1,166.0,510.0,541.0
Falmouth: Lawrence,00960405,Public School,Falmouth,MA,02540,"07,08",Falmouth,00960000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,     300,     264,       0,       0,       0,       0,0.0,     564,      23,   4.1,       5,   0.9,     124,  22.0, , , , ,   3.0,   3.4,   2.7,  87.1,   1.2,   0.0,   2.7,  53.0,  47.0,52.0,100.0,200.0,100.0,  10.8 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falmouth: Morse Pond School,00960305,Public School,Falmouth,MA,02540,"05,06",Falmouth,00960000,Public School District,       0,       0,       0,       0,       0,       0,     275,     274,       0,       0,       0,       0,       0,       0,0.0,     549,      18,   3.3,       5,   0.9,     107,  19.5, , , , ,   4.7,   1.3,   1.8,  87.2,   1.5,   0.2,   3.3,  54.1,  45.9,45.6,98.7,157.0,100.0,  12.0 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falmouth: Mullen-Hall,00960020,Public School,Falmouth,MA,02540,"K,01,02,03,04",Falmouth,00960000,Public School District,       0,      98,     105,     104,     103,     114,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     524,      25,   4.8,      19,   3.6,      87,  16.6, , , , ,   2.1,   3.2,   4.4,  83.6,   0.8,   0.0,   5.9,  51.5,  48.5,43.1,100.0,162.0,100.0,  12.2 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falmouth: North Falmouth Elementary,00960030,Public School,North Falmouth,MA,02556,"K,01,02,03,04",Falmouth,00960000,Public School District,      37,      85,      73,      73,      70,      76,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     414,       4,   1.0,       1,   0.2,      48,  11.6, , , , ,   3.4,   1.7,   2.4,  88.4,   0.5,   0.0,   3.6,  51.7,  48.3,30.5,100.0,127.0,100.0,  13.6 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falmouth: Teaticket,00960015,Public School,East Falmouth,MA,02536,"PK,K,01,02,03,04",Falmouth,00960000,Public School District,      79,      60,      62,      71,      61,      59,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     392,      10,   2.6,       4,   1.0,      65,  16.6, , , , ,   4.1,   2.0,   3.6,  84.4,   1.0,   0.0,   4.8,  49.5,  50.5,29.3,100.0,111.0,100.0,  13.4 to 1,"     $21,908,779","  $71,156",    307.9,"          $50,281,616.00","           3,748.6","              $13,413.44","          $54,662,291.00","           3,893.4","              $14,039.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmington River Reg: Farmington River Elementary,06620020,Public School,Otis,MA,01253,"PK,K,01,02,03,04,05,06",Farmington River Reg,06620000,Public School District,      27,      13,      19,      20,      16,      15,      20,      18,       0,       0,       0,       0,       0,       0,0.0,     148,       0,   0.0,       0,   0.0,      25,  16.9, , , , ,   0.7,   0.0,   2.0,  89.9,   0.0,   0.0,   7.4,  45.3,  54.7,16.5,100.0,54.0,100.0,   9.0 to 1,"        $948,167","  $57,465",     16.5,"           $2,821,658.00",             148.5,"              $19,001.06","           $3,955,831.00",             300.8,"              $13,151.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg: Arthur M Longsjo Middle School,00970315,Public School,Fitchburg,MA,01420,"06,07,08",Fitchburg,00970000,Public School District,       0,       0,       0,       0,       0,       0,     153,     171,     134,     169,       0,       0,       0,       0,0.0,     627,     228,  36.4,      82,  13.1,     157,  25.0, , , , ,   7.3,   6.4,  48.3,  34.1,   0.2,   0.0,   3.7,  51.2,  48.8,47.5,97.9,135.0,100.0,  13.2 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg: Crocker Elementary,00970016,Public School,Fitchburg,MA,01420,"01,02,03,04,05",Fitchburg,00970000,Public School District,      32,      92,      91,      98,      88,     103,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     504,     165,  32.7,      86,  17.1,      89,  17.7, , , , ,   6.2,   2.8,  44.4,  39.7,   0.0,   0.0,   6.9,  52.4,  47.6,36.0,100.0,115.0,100.0,  14.0 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg: Fitchburg High,00970505,Public School,Fitchburg,MA,01420,"09,10,11,12",Fitchburg,00970000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     372,     280,     274,     270,0.0,"   1,196",     298,  24.9,      70,   5.9,     202,  16.9, , , , ,   9.4,   6.1,  33.1,  50.1,   0.2,   0.1,   1.0,  50.3,  49.7,79.3,96.6,175.0,97.1,  15.1 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",       324,79.6,4.9,1.5,2.5,10.8,0.6,"   1,196",33.0,2.8,,,,,,,,,,,265.0,265.0,100.0,93.0,     144,55.0,28.0,7.0,3.0,0.0,46.0,50.0,26.0,12.0,10.0,66.7,33.3,164.0,467.0,471.0
Fitchburg: Goodrich Academy,00970510,Public School,Fitchburg,MA,01420,"09,10,11,12",Fitchburg,00970000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      11,      26,      42,      60,0.0,     139,      20,  14.4,       0,   0.0,      21,  15.1, , , , ,   4.3,   0.7,  35.3,  59.7,   0.0,   0.0,   0.0,  50.4,  49.6,4.5,100.0,36.0,100.0,  30.9 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",       132,45.5,24.2,0.8,3.0,26.5,0.0,     139,52.0,37.4,,,,,,,,,,,107.0,107.0,100.0,,,,,,,,,,,,,,,,,
Fitchburg: McKay Elementary School,00970340,Public School,Fitchburg,MA,01420,"01,02,03,04,05",Fitchburg,00970000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg: Memorial Middle School,00970048,Public School,Fitchburg,MA,01420,"06,07,08",Fitchburg,00970000,Public School District,       0,       0,       0,       0,       0,       0,     174,     176,     147,     165,       0,       0,       0,       0,0.0,     662,     257,  38.8,      80,  12.1,      97,  14.7, , , , ,   6.0,   8.3,  43.8,  39.9,   0.2,   0.0,   1.8,  49.5,  50.5,49.3,100.0,161.0,98.1,  13.4 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg: Reingold Elementary,00970043,Public School,Fitchburg,MA,01420,"01,02,03,04,05",Fitchburg,00970000,Public School District,       0,     112,     121,     107,     119,     115,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     574,     159,  27.7,      90,  15.7,      78,  13.6, , , , ,   5.2,   4.9,  39.2,  46.2,   0.0,   0.0,   4.5,  49.5,  50.5,37.5,100.0,155.0,100.0,  15.3 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchburg: South Street Early Learning Center,00970060,Public School,Fitchburg,MA,01420,"PK,K",Fitchburg,00970000,Public School District,      48,     116,     119,     112,     127,     128,       0,       0,       0,       0,       0,       0,       0,       0,0.0,     650,     241,  37.1,     138,  21.2,     166,  25.5, , , , ,   5.4,   5.7,  48.5,  35.8,   0.0,   0.3,   4.3,  52.2,  47.8,47.5,100.0,180.0,100.0,  13.7 to 1,"     $23,874,165","  $68,663",    347.7,"          $60,664,188.23","           4,879.3","              $12,432.97","          $70,271,800.95","           5,513.0","              $12,746.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida: Abbott Memorial,00980005,Public School,Florida,MA,01247,"PK,K,01,02,03,04,05,06,07,08",Florida,00980000,Public School District,      12,       9,       6,       7,      12,       9,       9,      18,      17,      16,       0,       0,       0,       0,0.0,     115,       0,   0.0,       0,   0.0,      27,  23.5, , , , ,   1.7,   0.0,   0.9,  95.7,   0.0,   0.0,   1.7,  42.6,  57.4,11.8,94.9,72.0,76.4,   9.7 to 1,"        $426,605","  $36,153",     11.8,"           $1,337,243.00",             110.8,"              $12,068.98","           $1,572,305.00",             128.8,"              $12,207.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
