School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# of Educators to be Evaluated,# Evaluated,% Evaluated,% Exemplary,% Proficient,% Needs Improvement,% Unsatisfactory,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math,School Percentile (1-99)
Beverly: Beverly High,00300505,Public School,Beverly,MA,01915,"09,10,11,12",Beverly,00300000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     334,     346,     312,     301,       8,"   1,301",      52,   4.0,      12,   0.9,     190,  14.6,     403,  31.0, , ,   2.4,   1.8,   6.6,  87.2,   0.0,   0.0,   2.0,  46.4,  53.6,     600,20.5,"      1,290",83.5,94.6,     380,98.7,  15.6 to 1,"     $17,687,744","  $59,716",    296.2,102.0,      45,  44.1,   0.0,  95.6,   4.4,   0.0,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",314.0,91.4,2.9,0.0,1.6,4.1,0.0,"   1,293",24.0,1.9,,,,,,,,,,,296.0,296.0,100.0,172.0,     240,122.0,39.0,6.0,3.0,2.0,28.0,61.0,66.0,44.0,41.0,37.1,62.9,208.0,505.0,520.0,37.0
Beverly: Beverly Middle School,00300305,Public School,Beverly,MA,01915,"05,06,07,08",Beverly,00300000,Public School District,       0,       0,       0,       0,       0,       0,       0,     281,     338,     305,       0,       0,       0,       0,       0,     924,      42,   4.5,       8,   0.9,     168,  18.2,     363,  39.3, , ,   3.0,   1.7,   8.0,  85.0,   0.0,   0.2,   2.1,  49.6,  50.4,     524,19.5,        927,69.9,98.6,     276,100.0,  13.2 to 1,"     $17,687,744","  $59,716",    296.2,84.0,      43,  51.2,   0.0,  95.3,   4.7,   0.0,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
Beverly: Centerville Elementary,00300010,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      80,      38,      59,      61,      59,      66,       0,       0,       0,       0,       0,       0,       0,       0,     363,       8,   2.2,       1,   0.3,      49,  13.5,     138,  38.0, , ,   5.0,   1.4,   9.6,  82.1,   0.0,   0.0,   1.9,  54.0,  46.0,      99,18.1,        364,26.5,100.0,     127,100.0,  13.7 to 1,"     $17,687,744","  $59,716",    296.2,41.0,      20,  48.8,  25.0,  70.0,   5.0,   0.0,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
Beverly: Cove Elementary,00300015,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,      95,      44,      74,      55,      89,      66,      77,       0,       0,       0,       0,       0,       0,       0,       0,     500,      13,   2.6,       0,   0.0,     117,  23.4,     216,  43.2, , ,   1.8,   4.4,  10.4,  80.6,   0.0,   0.2,   2.6,  53.8,  46.2,     108,19.5,        531,34.1,100.0,     158,100.0,  14.7 to 1,"     $17,687,744","  $59,716",    296.2,51.0,      19,  37.3,   5.3,  84.2,  10.5,   0.0,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
Beverly: Hannah Elementary,00300033,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,      11,      78,      56,      63,      62,      51,      50,       0,       0,       0,       0,       0,       0,       0,       0,     371,       6,   1.6,       0,   0.0,      53,  14.3,     113,  30.5, , ,   1.9,   0.8,   9.7,  83.8,   0.0,   0.0,   3.8,  51.2,  48.8,      89,20.2,        372,25.4,100.0,     120,100.0,  14.6 to 1,"     $17,687,744","  $59,716",    296.2,38.0,      18,  47.4,  22.2,  72.2,   5.6,   0.0,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
Beverly: McKeown School,00300002,Public School,Beverly,MA,01915,PK,Beverly,00300000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $17,687,744","  $59,716",    296.2,,,,,,,,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly: North Beverly Elementary,00300040,Public School,Beverly,MA,01915,"K,01,02,03,04",Beverly,00300000,Public School District,       0,      44,      67,      76,      73,      68,      64,       0,       0,       0,       0,       0,       0,       0,       0,     392,      16,   4.1,       2,   0.5,      87,  22.2,     152,  38.8, , ,   0.5,   1.3,   9.9,  85.7,   0.0,   0.0,   2.6,  56.4,  43.6,      90,21.4,        391,26.1,100.0,     124,100.0,  15.0 to 1,"     $17,687,744","  $59,716",    296.2,41.0,      14,  34.1,   7.1,  85.7,   0.0,   7.1,"          $49,874,971.27","           4,323.2","              $11,536.59","          $57,702,932.27","           4,568.3","              $12,631.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
Billerica: Billerica Memorial High School,00310505,Public School,Billerica,MA,01821,"PK,08,09,10,11,12",Billerica,00310000,Public School District,     134,       0,       0,       0,       0,       0,       0,       0,       0,       0,     343,     374,     362,     327,      11,"   1,551",      51,   3.3,       7,   0.5,     260,  16.8,     445,  28.7, , ,   2.1,   2.8,   2.4,  91.2,   0.0,   0.1,   1.4,  49.5,  50.5,     534,16.1,"      1,522",100.8,99.0,     420,98.8,  15.4 to 1,"     $26,591,667","  $67,940",    391.4,125.0,      37,  29.6,   0.0,  70.3,  29.7,   0.0,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",357.0,88.5,4.5,0.0,3.4,3.6,0.0,"   1,406",25.0,1.8,,,,,,,,,,,328.0,246.0,75.0,97.0,     178,54.0,15.0,19.0,8.0,1.0,5.0,28.0,51.0,59.0,35.0,18.5,81.5,257.0,500.0,537.0,40.0
Billerica: Frederick J Dutile,00310007,Public School,North Billerica,MA,01862,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      54,      65,      62,      59,      52,      75,       0,       0,       0,       0,       0,       0,       0,       0,     367,       9,   2.5,       0,   0.0,      65,  17.7,     127,  34.6, , ,   1.9,   3.5,   3.8,  88.6,   0.0,   0.3,   1.9,  52.9,  47.1,      83,19.3,        362,24.5,100.0,     119,100.0,  15.0 to 1,"     $26,591,667","  $67,940",    391.4,33.0,      13,  39.4,-,-,-,-,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
Billerica: Hajjar Elementary,00310026,Public School,Billerica,MA,01862,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      68,      96,      95,      81,      72,     103,       0,       0,       0,       0,       0,       0,       0,       0,     515,      57,  11.1,      18,   3.5,      98,  19.0,     190,  36.9, , ,   5.4,   5.6,   5.2,  82.5,   0.0,   0.0,   1.2,  49.3,  50.7,     104,22.4,        523,32.1,100.0,     152,100.0,  16.1 to 1,"     $26,591,667","  $67,940",    391.4,39.0,       5,  12.8,-,-,-,-,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
Billerica: John F Kennedy,00310012,Public School,Billerica,MA,01821,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      46,      63,      56,      68,      63,      71,       0,       0,       0,       0,       0,       0,       0,       0,     367,       9,   2.5,       1,   0.3,      43,  11.7,      86,  23.4, , ,   0.3,   1.9,   1.6,  94.8,   0.0,   0.0,   1.4,  52.6,  47.4,      83,20.1,        373,24.4,100.0,     119,100.0,  15.1 to 1,"     $26,591,667","  $67,940",    391.4,34.0,      12,  35.3,   8.3,  91.7,   0.0,   0.0,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
Billerica: Locke Middle,00310310,Public School,Billerica,MA,01821,"05,06,07",Billerica,00310000,Public School District,       0,       0,       0,       0,       0,       0,       0,     222,     225,     228,       0,       0,       0,       0,       0,     675,      19,   2.8,       0,   0.0,     131,  19.4,     236,  35.0, , ,   0.6,   4.0,   2.2,  92.0,   0.0,   0.4,   0.7,  52.4,  47.6,     323,20.5,        677,53.2,98.1,     229,90.0,  12.7 to 1,"     $26,591,667","  $67,940",    391.4,64.0,      26,  40.6,   0.0,  84.6,  15.4,   0.0,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
Billerica: Marshall Middle School,00310305,Public School,Billerica,MA,01821,"05,06,07",Billerica,00310000,Public School District,       0,       0,       0,       0,       0,       0,       0,     228,     249,     270,       0,       0,       0,       0,       0,     747,      25,   3.3,       5,   0.7,     157,  21.0,     270,  36.1, , ,   1.6,   2.0,   3.5,  91.0,   0.1,   0.3,   1.5,  52.2,  47.8,     380,19.5,        757,57.0,100.0,     260,95.0,  13.1 to 1,"     $26,591,667","  $67,940",    391.4,71.0,      31,  43.7,   3.2,  87.1,   9.7,   0.0,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
Billerica: Parker,00310015,Public School,Billerica,MA,01821,"K,01,02,03,04",Billerica,00310000,Public School District,       0,      77,      70,      69,      63,      74,      66,       0,       0,       0,       0,       0,       0,       0,       0,     419,      27,   6.4,       0,   0.0,      91,  21.7,     153,  36.5, , ,   4.8,   9.8,   6.2,  74.9,   0.5,   0.0,   3.8,  51.8,  48.2,     111,16.1,        413,31.4,100.0,     155,100.0,  13.4 to 1,"     $26,591,667","  $67,940",    391.4,41.0,      18,  43.9,   0.0,  88.9,  11.1,   0.0,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
Billerica: Thomas Ditson,00310005,Public School,Billerica,MA,01821,"K,01,02,03,04",Billerica,00310000,Public School District,       0,     101,      86,     101,     107,     127,     123,       0,       0,       0,       0,       0,       0,       0,       0,     645,      52,   8.1,      17,   2.6,     109,  16.9,     205,  31.8, , ,   3.3,  10.1,   3.4,  80.0,   0.0,   0.2,   3.1,  50.9,  49.1,     146,19.5,        651,48.3,100.0,     226,100.0,  13.4 to 1,"     $26,591,667","  $67,940",    391.4,57.0,      32,  56.1,   3.1,  93.8,   3.1,   0.0,"          $70,212,998.00","           5,478.0","              $12,817.27","          $78,862,269.00","           5,795.0","              $13,608.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
Blackstone Valley Regional Vocational Technical: Blackstone Valley,08050605,Public School,Upton,MA,01568,"09,10,11,12",Blackstone Valley Regional Vocational Technical,08050000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     299,     293,     287,     274,       0,"   1,153",      41,   3.6,      13,   1.1,     121,  10.5,     274,  23.8, , ,   0.9,   0.8,   2.3,  93.8,   0.0,   0.1,   2.2,  51.4,  48.6,     694,19.1,"      1,156",95.0,100.0,     338,98.8,  12.1 to 1,"      $6,837,496","  $71,974",     95.0,112.0,NI,NI,NI,NI,NI,NI,"          $20,521,514.10","           1,158.6","              $17,712.34","          $20,521,514.10","           1,158.6","              $17,712.34",275.0,97.8,0.4,0.0,0.4,1.5,0.0,"   1,153",2.0,0.2,,,,,,,,,,,270.0,254.0,94.1,212.0,     338,124.0,61.0,17.0,9.0,1.0,118.0,119.0,72.0,21.0,8.0,70.1,29.9,196.0,483.0,489.0,79.0
Blackstone-Millville: A F Maloney,06220015,Public School,Blackstone,MA,01504,"04,05",Blackstone-Millville,06220000,Public School District,       0,       0,       0,       0,       0,      90,     114,       0,       0,       0,       0,       0,       0,       0,       0,     204,       3,   1.5,       1,   0.5,      33,  16.2,      67,  32.8, , ,   2.0,   1.0,   5.4,  90.2,   0.0,   0.0,   1.5,  47.5,  52.5,      86,22.9,        206,15.4,100.0,      63,100.0,  13.3 to 1,"      $8,561,674","  $63,467",    134.9,27.0,      13,  48.1,  23.1,  69.2,   7.7,   0.0,"          $20,548,506.17","           1,872.5","              $10,973.84","          $22,932,510.17","           1,970.1","              $11,640.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
Blackstone-Millville: Blackstone Millville RHS,06220505,Public School,Blackstone,MA,01504,"09,10,11,12",Blackstone-Millville,06220000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     132,     105,     126,     135,       5,     503,      12,   2.4,       4,   0.8,      52,  10.3,     169,  33.6, , ,   1.8,   1.8,   2.8,  90.9,   0.2,   0.0,   2.6,  51.5,  48.5,     198,17.4,        504,37.6,100.0,     144,98.6,  13.4 to 1,"      $8,561,674","  $63,467",    134.9,47.0,      22,  46.8,   0.0,  86.4,  13.6,   0.0,"          $20,548,506.17","           1,872.5","              $10,973.84","          $22,932,510.17","           1,970.1","              $11,640.28",149.0,90.6,1.3,1.3,0.7,5.4,0.7,     498,7.0,1.4,,,,,,,,,,,135.0,135.0,100.0,37.0,      44,30.0,7.0,0.0,0.0,0.0,6.0,9.0,10.0,16.0,3.0,34.1,65.9,93.0,503.0,512.0,57.0
Blackstone-Millville: Frederick W. Hartnett Middle School,06220405,Public School,Blackstone,MA,01504,"06,07,08",Blackstone-Millville,06220000,Public School District,       0,       0,       0,       0,       0,       0,       0,     154,     141,     172,       0,       0,       0,       0,       0,     467,       6,   1.3,       2,   0.4,      76,  16.3,     167,  35.8, , ,   0.9,   0.6,   1.5,  95.1,   0.0,   0.0,   1.9,  48.4,  51.6,     334,16.1,        474,36.3,100.0,     154,100.0,  12.9 to 1,"      $8,561,674","  $63,467",    134.9,46.0,      28,  60.9,   0.0,  85.7,  14.3,   0.0,"          $20,548,506.17","           1,872.5","              $10,973.84","          $22,932,510.17","           1,970.1","              $11,640.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
Blackstone-Millville: John F Kennedy Elementary,06220008,Public School,Blackstone,MA,01504,3,Blackstone-Millville,06220000,Public School District,       0,     105,      96,      98,     111,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     410,      19,   4.6,      11,   2.7,      59,  14.4,     180,  43.9, , ,   0.7,   0.5,   5.9,  88.3,   0.2,   0.0,   4.4,  48.3,  51.7,     162,22.7,        408,26.6,100.0,     126,100.0,  15.4 to 1,"      $8,561,674","  $63,467",    134.9,38.0,      29,  76.3,  13.8,  82.8,   3.4,   0.0,"          $20,548,506.17","           1,872.5","              $10,973.84","          $22,932,510.17","           1,970.1","              $11,640.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackstone-Millville: Millville Elementary,06220010,Public School,Millville,MA,01529,"PK,K,01,02",Blackstone-Millville,06220000,Public School District,      57,      41,      32,      43,      37,      52,      36,       0,       0,       0,       0,       0,       0,       0,       0,     298,       2,   0.7,       0,   0.0,      49,  16.4,      87,  29.2, , ,   0.3,   0.7,   4.0,  92.6,   0.3,   0.0,   2.0,  51.3,  48.7,     113,19.8,        301,19.0,100.0,      99,94.9,  15.7 to 1,"      $8,561,674","  $63,467",    134.9,29.0,      18,  62.1,  33.3,  61.1,   5.6,   0.0,"          $20,548,506.17","           1,872.5","              $10,973.84","          $22,932,510.17","           1,970.1","              $11,640.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
Blue Hills Regional Vocational Technical: Blue Hills Regional Vocational Technical,08060605,Public School,Canton,MA,02021,"09,10,11,12",Blue Hills Regional Vocational Technical,08060000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     219,     203,     202,     192,       0,     816,      49,   6.0,       6,   0.7,     193,  23.7,     427,  52.3, , ,  21.6,   1.2,   6.6,  66.4,   0.6,   0.2,   3.3,  57.0,  43.0,     346,16.8,        796,76.5,98.7,     192,100.0,  10.7 to 1,"      $6,516,293","  $78,604",     82.9,,,,,,,,"          $17,465,032.00",             808.1,"              $21,612.46","          $17,470,032.00",             809.1,"              $21,591.93",188.0,97.3,1.6,0.0,0.0,1.1,0.0,     816,3.0,0.4,,,,,,,,,,,187.0,52.0,27.8,,,,,,,,,,,,,,,104.0,441.0,455.0,51.0
Boston: Adams Elementary School,00350302,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      47,      45,      50,      49,      47,      36,      18,       0,       0,       0,       0,       0,       0,       0,       0,     292,     212,  72.6,     187,  64.0,      56,  19.2,     275,  94.2, , ,   4.8,   1.0,  71.6,  20.9,   0.0,   0.0,   1.7,  51.0,  49.0,      99,17.6,        290,25.9,88.4,      89,94.4,  11.3 to 1,"    $353,122,118","  $76,906","  4,591.6",23.0,      22,  95.7,  27.3,  72.7,   0.0,   0.0,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
Boston: Alighieri Dante Montessori School,00350066,Public School,East Boston,MA,02128,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $353,122,118","  $76,906","  4,591.6",,,,,,,,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Another Course To College,00350541,Public School,Hyde Park,MA,02136,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      60,      69,      43,      48,       0,     220,      81,  36.8,      21,   9.5,      43,  19.5,     180,  81.8, , ,  46.8,   5.0,  39.5,   7.3,   0.0,   0.0,   1.4,  53.6,  46.4,      83,15.7,        179,19.8,89.9,      74,73.0,  11.1 to 1,"    $353,122,118","  $76,906","  4,591.6",24.0,      23,  95.8,   0.0,  87.0,  13.0,   0.0,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",57.0,68.4,22.8,0.0,1.8,7.0,0.0,     220,0.0,0.0,,,,,,,,,,,39.0,17.0,43.6,19.0,      20,18.0,1.0,0.0,0.0,0.0,1.0,13.0,4.0,2.0,0.0,70.0,30.0,38.0,411.0,420.0,18.0
Boston: Baldwin Early Learning Pilot Academy,00350003,Public School,Brighton,MA,02135,"PK,K,01",Boston,00350000,Public School District,      98,      46,      41,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     185,      89,  48.1,      84,  45.4,      30,  16.2,     138,  74.6, , ,  11.9,  17.3,  31.9,  33.0,   0.0,   0.0,   5.9,  59.5,  40.5,      28,17.0,        184,13.5,92.6,      52,90.4,  13.7 to 1,"    $353,122,118","  $76,906","  4,591.6",13.0,      13, 100.0,-,-,-,-,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Bates Elementary School,00350278,Public School,Roslindale,MA,02131,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      24,      44,      43,      45,      50,      59,      45,       0,       0,       0,       0,       0,       0,       0,       0,     310,     107,  34.5,      84,  27.1,      36,  11.6,     235,  75.8, , ,  36.8,   4.5,  35.5,  20.6,   0.0,   0.0,   2.6,  51.6,  48.4,      89,20.7,        273,20.5,100.0,      92,87.0,  15.1 to 1,"    $353,122,118","  $76,906","  4,591.6",30.0,      25,  83.3,   0.0,  80.0,  12.0,   8.0,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
Boston: Beethoven Elementary School,00350021,Public School,West Roxbury,MA,02132,"PK,K,01,02",Boston,00350000,Public School District,      44,      83,      84,      91,       8,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     310,      92,  29.7,      79,  25.5,      37,  11.9,     198,  63.9, , ,  17.7,   3.5,  39.0,  35.2,   0.0,   0.3,   4.2,  57.1,  42.9,     129,17.8,        316,19.5,100.0,     107,100.0,  15.9 to 1,"    $353,122,118","  $76,906","  4,591.6",23.0,      23, 100.0,-,-,-,-,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Blackstone Elementary School,00350390,Public School,Boston,MA,02118,"PK,K,01,02,03,04,05,06",Boston,00350000,Public School District,      74,     115,     102,      91,      85,      78,      54,       0,       0,       0,       0,       0,       0,       0,       0,     599,     390,  65.1,     337,  56.3,     114,  19.0,     572,  95.5, , ,  17.9,   1.5,  77.1,   2.8,   0.2,   0.0,   0.5,  52.8,  47.2,     282,17.5,        522,47.8,93.7,     236,96.2,  12.5 to 1,"    $353,122,118","  $76,906","  4,591.6",51.0,      48,  94.1,   2.1,  89.6,   6.3,   2.1,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
Boston: Boston Adult Tech Academy,00350548,Public School,Back Bay,MA,02116,"11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     144,     113,       0,     257,     171,  66.5,     143,  55.6,      15,   5.8,     224,  87.2, , ,  66.1,   2.3,  28.8,   1.2,   0.0,   0.0,   1.6,  52.9,  47.1,      81,13.0,        241,18.3,94.5,      88,100.0,  14.0 to 1,"    $353,122,118","  $76,906","  4,591.6",21.0,      21, 100.0,  23.8,  57.1,  14.3,   4.8,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",123.0,36.6,39.8,14.6,0.0,8.9,0.0,     257,41.0,16.0,,,,,,,,,,,147.0,67.0,45.6,,,,,,,,,,,,,,,28.0,276.0,319.0,
Boston: Boston Arts Academy,00350546,Public School,Boston,MA,02215,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     119,     119,     101,      81,       0,     420,     120,  28.6,      23,   5.5,      62,  14.8,     300,  71.4, , ,  43.8,   2.4,  35.5,  15.0,   1.0,   0.2,   2.1,  40.2,  59.8,     359,13.6,        413,43.1,80.6,     260,90.8,   9.8 to 1,"    $353,122,118","  $76,906","  4,591.6",52.0,      41,  78.8,  12.2,  85.4,   2.4,   0.0,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",84.0,86.9,8.3,0.0,0.0,4.8,0.0,     420,4.0,1.0,,,,,,,,,,,77.0,57.0,74.0,,,,,,,,,,,,,,,73.0,425.0,425.0,17.0
Boston: Boston Collaborative High School,00350755,Public School,South Boston,MA,02127,"09,10,11,12",Boston,00350000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    $353,122,118","  $76,906","  4,591.6",,,,,,,,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston: Boston Community Leadership Academy,00350558,Public School,Hyde Park,MA,02136,"07,08,09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     155,     131,      99,     107,       1,     493,     284,  57.6,     126,  25.6,      88,  17.8,     426,  86.4, , ,  42.0,   5.5,  43.6,   7.1,   0.2,   0.4,   1.2,  45.0,  55.0,     205,16.2,        484,43.6,92.0,     132,99.2,  11.3 to 1,"    $353,122,118","  $76,906","  4,591.6",45.0,      45, 100.0,  20.0,  62.2,  17.8,   0.0,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",114.0,83.3,10.5,1.8,1.8,2.6,0.0,     492,9.0,1.8,,,,,,,,,,,102.0,7.0,6.9,110.0,     179,52.0,49.0,7.0,2.0,0.0,77.0,75.0,19.0,4.0,4.0,84.9,15.1,87.0,373.0,409.0,29.0
Boston: Boston International High School & Newcomers Academy,00350507,Public School,Dorchester,MA,02124,"09,10,11,12",Boston,00350000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     138,      75,      78,      68,       0,     359,     358,  99.7,     302,  84.1,       2,   0.6,     359, 100.0, , ,  44.8,   1.9,  49.0,   2.5,   0.0,   0.3,   1.4,  52.1,  47.9,     136,16.9,        439,35.6,94.0,     146,93.2,  10.1 to 1,"    $353,122,118","  $76,906","  4,591.6",41.0,      28,  68.3,   3.6,  82.1,  14.3,   0.0,"       $1,044,069,138.19","          56,599.1","              $18,446.74","       $1,178,270,619.38","          63,807.6","              $18,466.00",55.0,45.5,38.2,3.6,0.0,12.7,0.0,     359,14.0,3.9,,,,,,,,,,,58.0,6.0,10.3,46.0,      53,39.0,7.0,0.0,0.0,0.0,19.0,14.0,3.0,5.0,12.0,62.3,37.7,49.0,315.0,371.0,
